GA Hiperparametri (C++):
  Velicina populacije: 15000
  Broj generacija: 100
  Velicina turnira: 10
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.15
  Elitizam: 100
  Broj pokretanja: 6

  Pokretanje 1: 19696419 dinara  (12210.04s)
    Gen    0: 17854163
    Gen    1: 18117283
    Gen    2: 18301776
    Gen    3: 18485935
    Gen    4: 18633633
    Gen    5: 18770879
    Gen    6: 18889150
    Gen    7: 18986609
    Gen    8: 19066095
    Gen    9: 19136141
    Gen   10: 19191885
    Gen   11: 19244202
    Gen   12: 19288464
    Gen   13: 19324835
    Gen   14: 19353356
    Gen   15: 19379542
    Gen   16: 19398784
    Gen   17: 19418263
    Gen   18: 19433889
    Gen   19: 19450287
    Gen   20: 19459846
    Gen   21: 19471546
    Gen   22: 19484093
    Gen   23: 19487543
    Gen   24: 19495376
    Gen   25: 19500675
    Gen   26: 19512283
    Gen   27: 19518211
    Gen   28: 19520199
    Gen   29: 19526413
    Gen   30: 19530414
    Gen   31: 19533490
    Gen   32: 19536058
    Gen   33: 19541450
    Gen   34: 19546402
    Gen   35: 19549178
    Gen   36: 19552373
    Gen   37: 19556944
    Gen   38: 19559874
    Gen   39: 19561783
    Gen   40: 19563923
    Gen   41: 19566376
    Gen   42: 19569542
    Gen   43: 19571845
    Gen   44: 19575543
    Gen   45: 19577856
    Gen   46: 19580119
    Gen   47: 19582192
    Gen   48: 19584219
    Gen   49: 19587863
    Gen   50: 19590508
    Gen   51: 19593364
    Gen   52: 19597878
    Gen   53: 19598831
    Gen   54: 19603875
    Gen   55: 19605967
    Gen   56: 19608862
    Gen   57: 19610620
    Gen   58: 19613332
    Gen   59: 19615328
    Gen   60: 19617474
    Gen   61: 19618864
    Gen   62: 19622168
    Gen   63: 19624926
    Gen   64: 19625765
    Gen   65: 19628278
    Gen   66: 19629934
    Gen   67: 19632620
    Gen   68: 19634509
    Gen   69: 19638190
    Gen   70: 19639160
    Gen   71: 19640767
    Gen   72: 19642798
    Gen   73: 19644823
    Gen   74: 19646369
    Gen   75: 19648050
    Gen   76: 19649108
    Gen   77: 19650531
    Gen   78: 19652402
    Gen   79: 19653663
    Gen   80: 19656194
    Gen   81: 19658357
    Gen   82: 19659695
    Gen   83: 19662654
    Gen   84: 19665334
    Gen   85: 19667929
    Gen   86: 19669875
    Gen   87: 19672085
    Gen   88: 19673602
    Gen   89: 19675186
    Gen   90: 19677752
    Gen   91: 19678595
    Gen   92: 19681180
    Gen   93: 19681934
    Gen   94: 19682715
    Gen   95: 19684282
    Gen   96: 19685603
    Gen   97: 19686904
    Gen   98: 19688104
    Gen   99: 19690357
