GA Hiperparametri (C++):
  Velicina populacije: 20000
  Broj generacija: 100
  Velicina turnira: 20
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.15
  Elitizam: 200
  Broj pokretanja: 3

  Pokretanje 1: 19718498 dinara  (15742.92s)
    Gen    4: 18660754
    Gen    5: 18794297
    Gen    6: 18905709
    Gen    7: 19005847
    Gen    8: 19087735
    Gen    9: 19156096
    Gen   10: 19213305
    Gen   11: 19263614
    Gen   12: 19304611
    Gen   13: 19340602
    Gen   14: 19365435
    Gen   15: 19391243
    Gen   16: 19412407
    Gen   17: 19428954
    Gen   18: 19443621
    Gen   19: 19459686
    Gen   20: 19469131
    Gen   21: 19480014
    Gen   22: 19487928
    Gen   23: 19496363
    Gen   24: 19502632
    Gen   25: 19509574
    Gen   26: 19515524
    Gen   27: 19521719
    Gen   28: 19528593
    Gen   29: 19534247
    Gen   30: 19541051
    Gen   31: 19545312
    Gen   32: 19550039
    Gen   33: 19554435
    Gen   34: 19560516
    Gen   35: 19565068
    Gen   36: 19570151
    Gen   37: 19572463
    Gen   38: 19575338
    Gen   39: 19577793
    Gen   40: 19581805
    Gen   41: 19585753
    Gen   42: 19589468
    Gen   43: 19591702
    Gen   44: 19595182
    Gen   45: 19596209
    Gen   46: 19599177
    Gen   47: 19600716
    Gen   48: 19603249
    Gen   49: 19606116
    Gen   50: 19608390
    Gen   51: 19609755
    Gen   52: 19612243
    Gen   53: 19614411
    Gen   54: 19617049
    Gen   55: 19618532
    Gen   56: 19620480
    Gen   57: 19622644
    Gen   58: 19625669
    Gen   59: 19627860
    Gen   60: 19629282
    Gen   61: 19630540
    Gen   62: 19633069
    Gen   63: 19635997
    Gen   64: 19639150
    Gen   65: 19640185
    Gen   66: 19643003
    Gen   67: 19646486
    Gen   68: 19647037
    Gen   69: 19649546
    Gen   70: 19651633
    Gen   71: 19653839
    Gen   72: 19655905
    Gen   73: 19658019
    Gen   74: 19660496
    Gen   75: 19662346
    Gen   76: 19664725
    Gen   77: 19668270
    Gen   78: 19669865
    Gen   79: 19673167
    Gen   80: 19675959
    Gen   81: 19678054
    Gen   82: 19680083
    Gen   83: 19681890
    Gen   84: 19683423
    Gen   85: 19685303
    Gen   86: 19687883
    Gen   87: 19690103
    Gen   88: 19692160
    Gen   89: 19694098
    Gen   90: 19695067
    Gen   91: 19697256
    Gen   92: 19699524
    Gen   93: 19701351
    Gen   94: 19703023
    Gen   95: 19704399
    Gen   96: 19706299
    Gen   97: 19708588
    Gen   98: 19710738
    Gen   99: 19713883
