GA Hiperparametri (C++):
  Velicina populacije: 1000
  Broj generacija: 100
  Velicina turnira: 5
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.05
  Elitizam: 30
  Broj pokretanja: 15

  Pokretanje 1: 87777 dinara  (0.06s)
    Gen    5: 80878
    Gen    6: 81508
    Gen    7: 81964
    Gen    8: 82519
    Gen    9: 82905
    Gen   10: 83240
    Gen   11: 83915
    Gen   12: 83951
    Gen   13: 84074
    Gen   14: 84236
    Gen   15: 84466
    Gen   16: 84499
    Gen   17: 84588
    Gen   18: 84803
    Gen   19: 85111
    Gen   20: 85274
    Gen   21: 85571
    Gen   22: 85688
    Gen   23: 85797
    Gen   24: 85938
    Gen   25: 85943
    Gen   26: 86102
    Gen   27: 86174
    Gen   28: 86328
    Gen   29: 86524
    Gen   30: 86584
    Gen   31: 86584
    Gen   32: 86622
    Gen   33: 86687
    Gen   34: 86742
    Gen   35: 86777
    Gen   36: 86795
    Gen   37: 86842
    Gen   38: 86847
    Gen   39: 86862
    Gen   40: 86937
    Gen   41: 86938
    Gen   42: 86949
    Gen   43: 86996
    Gen   44: 87085
    Gen   45: 87121
    Gen   46: 87155
    Gen   47: 87199
    Gen   48: 87203
    Gen   49: 87237
    Gen   50: 87238
    Gen   51: 87255
    Gen   52: 87285
    Gen   53: 87311
    Gen   54: 87361
    Gen   55: 87417
    Gen   56: 87460
    Gen   57: 87484
    Gen   58: 87499
    Gen   59: 87574
    Gen   60: 87615
    Gen   61: 87645
    Gen   62: 87713
    Gen   63: 87729
    Gen   64: 87736
    Gen   65: 87762
    Gen   66: 87805
    Gen   67: 87808
    Gen   68: 87816
    Gen   69: 87862
    Gen   70: 87868
    Gen   71: 87875
    Gen   72: 87894
    Gen   73: 87921
    Gen   74: 87921
    Gen   75: 87942
    Gen   76: 87958
    Gen   77: 87980
    Gen   78: 88006
    Gen   79: 88022
    Gen   80: 88042
    Gen   81: 88055
    Gen   82: 88055
    Gen   83: 88058
    Gen   84: 88086
    Gen   85: 88086
    Gen   86: 88087
    Gen   87: 88100
    Gen   88: 88100
    Gen   89: 88100
    Gen   90: 88100
    Gen   91: 88107
    Gen   92: 88107
    Gen   93: 88107
    Gen   94: 88115
    Gen   95: 88136
    Gen   96: 88136
    Gen   97: 88143
    Gen   98: 88162
    Gen   99: 88170

  Pokretanje 4:
    Gen    0: 73677
    Gen    1: 76413
    Gen    2: 77110
    Gen    3: 78367
    Gen    4: 79586
    Gen    5: 80117
    Gen    6: 80874
    Gen    7: 81047
    Gen    8: 81398
    Gen    9: 81640
    Gen   10: 82169
    Gen   11: 82343
    Gen   12: 82564
    Gen   13: 83085
    Gen   14: 83970
    Gen   15: 84283
    Gen   16: 84346
    Gen   17: 84588
    Gen   18: 84827
    Gen   19: 84858
    Gen   20: 84980
    Gen   21: 85035
    Gen   22: 85108
    Gen   23: 85311
    Gen   24: 85333
    Gen   25: 85353
    Gen   26: 85440
    Gen   27: 85543
    Gen   28: 85591
    Gen   29: 85635
    Gen   30: 85722
    Gen   31: 85877
    Gen   32: 85957
    Gen   33: 86236
    Gen   34: 86317
    Gen   35: 86317
    Gen   36: 86331
    Gen   37: 86347
    Gen   38: 86474
    Gen   39: 86479
    Gen   40: 86575
    Gen   41: 86585
    Gen   42: 86687
    Gen   43: 86693
    Gen   44: 86727
    Gen   45: 86798
    Gen   46: 86856
    Gen   47: 86924
    Gen   48: 86961
    Gen   49: 86996
    Gen   50: 87046
    Gen   51: 87074
    Gen   52: 87074
    Gen   53: 87082
    Gen   54: 87115
    Gen   55: 87129
    Gen   56: 87148
    Gen   57: 87156
    Gen   58: 87178
    Gen   59: 87203
    Gen   60: 87220
    Gen   61: 87297
    Gen   62: 87297
    Gen   63: 87335
    Gen   64: 87349
    Gen   65: 87407
    Gen   66: 87407
    Gen   67: 87433
    Gen   68: 87471
    Gen   69: 87475
    Gen   70: 87481
    Gen   71: 87490
    Gen   72: 87494
    Gen   73: 87517
    Gen   74: 87558
    Gen   75: 87561
    Gen   76: 87568
    Gen   77: 87591
    Gen   78: 87591
    Gen   79: 87597
    Gen   80: 87607
    Gen   81: 87650
    Gen   82: 87650
    Gen   83: 87672
    Gen   84: 87673
    Gen   85: 87681
    Gen   86: 87684
    Gen   87: 87694
    Gen   88: 87702
    Gen   89: 87707
    Gen   90: 87711
    Gen   91: 87716
    Gen   92: 87721
    Gen   93: 87750
    Gen   94: 87760
    Gen   95: 87763
    Gen   96: 87809
    Gen   97: 87830
    Gen   98: 87846
    Gen   99: 87849

  Pokretanje 5:
    Gen    0: 74037
    Gen    1: 76463
    Gen    2: 77455
    Gen    3: 78689
    Gen    4: 78944
    Gen    5: 80353
    Gen    6: 80521
    Gen    7: 81424
    Gen    8: 81904
    Gen    9: 82322
    Gen   10: 82723
    Gen   11: 82853
    Gen   12: 83574
    Gen   13: 83635
    Gen   14: 83734
    Gen   15: 84065
    Gen   16: 84224
    Gen   17: 84376
    Gen   18: 84561
    Gen   19: 84798
    Gen   20: 84857
    Gen   21: 84866
    Gen   22: 84991
    Gen   23: 85205
    Gen   24: 85239
    Gen   25: 85335
    Gen   26: 85628
    Gen   27: 85738
    Gen   28: 86027
    Gen   29: 86155
    Gen   30: 86246
    Gen   31: 86359
    Gen   32: 86393
    Gen   33: 86493
    Gen   34: 86506
    Gen   35: 86534
    Gen   36: 86539
    Gen   37: 86695
    Gen   38: 86695
    Gen   39: 86704
    Gen   40: 86846
    Gen   41: 86846
    Gen   42: 86859
    Gen   43: 86874
    Gen   44: 86954
    Gen   45: 86962
    Gen   46: 86982
    Gen   47: 86984
    Gen   48: 87121
    Gen   49: 87121
    Gen   50: 87131
    Gen   51: 87150
    Gen   52: 87238
    Gen   53: 87238
    Gen   54: 87268
    Gen   55: 87329
    Gen   56: 87330
    Gen   57: 87401
    Gen   58: 87412
    Gen   59: 87433
    Gen   60: 87492
    Gen   61: 87526
    Gen   62: 87539
    Gen   63: 87563
    Gen   64: 87597
    Gen   65: 87626
    Gen   66: 87681
    Gen   67: 87710
    Gen   68: 87742
    Gen   69: 87773
    Gen   70: 87817
    Gen   71: 87823
    Gen   72: 87851
    Gen   73: 87887
    Gen   74: 87888
    Gen   75: 87899
    Gen   76: 87902
    Gen   77: 87906
    Gen   78: 87920
    Gen   79: 87935
    Gen   80: 87947
    Gen   81: 87947
    Gen   82: 87947
    Gen   83: 87951
    Gen   84: 87951
    Gen   85: 87951
    Gen   86: 87952
    Gen   87: 87952
    Gen   88: 87952
    Gen   89: 87976
    Gen   90: 87977
    Gen   91: 87981
    Gen   92: 87998
    Gen   93: 87998
    Gen   94: 88018
    Gen   95: 88018
    Gen   96: 88027
    Gen   97: 88045
    Gen   98: 88055
    Gen   99: 88068

  Pokretanje 6:
    Gen    0: 72608
    Gen    1: 76379
    Gen    2: 77964
    Gen    3: 78207
    Gen    4: 79523
    Gen    5: 80072
    Gen    6: 81132
    Gen    7: 81328
    Gen    8: 81596
    Gen    9: 82436
    Gen   10: 82612
    Gen   11: 82784
    Gen   12: 83622
    Gen   13: 83676
    Gen   14: 83933
    Gen   15: 84006
    Gen   16: 84369
    Gen   17: 84407
    Gen   18: 84554
    Gen   19: 84616
    Gen   20: 84887
    Gen   21: 84925
    Gen   22: 85052
    Gen   23: 85068
    Gen   24: 85096
    Gen   25: 85306
    Gen   26: 85316
    Gen   27: 85378
    Gen   28: 85403
    Gen   29: 85757
    Gen   30: 85783
    Gen   31: 86019
    Gen   32: 86028
    Gen   33: 86085
    Gen   34: 86368
    Gen   35: 86384
    Gen   36: 86391
    Gen   37: 86391
    Gen   38: 86391
    Gen   39: 86414
    Gen   40: 86460
    Gen   41: 86544
    Gen   42: 86703
    Gen   43: 86741
    Gen   44: 86750
    Gen   45: 86759
    Gen   46: 86783
    Gen   47: 86803
    Gen   48: 86803
    Gen   49: 86828
    Gen   50: 86835
    Gen   51: 86893
    Gen   52: 86904
    Gen   53: 86932
    Gen   54: 86984
    Gen   55: 87009
    Gen   56: 87009
    Gen   57: 87031
    Gen   58: 87069
    Gen   59: 87105
    Gen   60: 87114
    Gen   61: 87170
    Gen   62: 87221
    Gen   63: 87279
    Gen   64: 87294
    Gen   65: 87366
    Gen   66: 87374
    Gen   67: 87393
    Gen   68: 87413
    Gen   69: 87430
    Gen   70: 87447
    Gen   71: 87564
    Gen   72: 87564
    Gen   73: 87576
    Gen   74: 87601
    Gen   75: 87607
    Gen   76: 87613
    Gen   77: 87658
    Gen   78: 87663
    Gen   79: 87693
    Gen   80: 87713
    Gen   81: 87761
    Gen   82: 87787
    Gen   83: 87803
    Gen   84: 87819
    Gen   85: 87819
    Gen   86: 87835
    Gen   87: 87837
    Gen   88: 87857
    Gen   89: 87857
    Gen   90: 87873
    Gen   91: 87874
    Gen   92: 87880
    Gen   93: 87902
    Gen   94: 87902
    Gen   95: 87906
    Gen   96: 87906
    Gen   97: 87909
    Gen   98: 87909
    Gen   99: 87909

  Pokretanje 7:
    Gen    0: 73487
    Gen    1: 75758
    Gen    2: 77122
    Gen    3: 78647
    Gen    4: 79448
    Gen    5: 80723
    Gen    6: 81227
    Gen    7: 81519
    Gen    8: 82087
    Gen    9: 82591
    Gen   10: 82741
    Gen   11: 83446
    Gen   12: 83648
    Gen   13: 83935
    Gen   14: 84586
    Gen   15: 84747
    Gen   16: 84925
    Gen   17: 84955
    Gen   18: 85011
    Gen   19: 85117
    Gen   20: 85154
    Gen   21: 85338
    Gen   22: 85595
    Gen   23: 85684
    Gen   24: 86110
    Gen   25: 86166
    Gen   26: 86238
    Gen   27: 86293
    Gen   28: 86293
    Gen   29: 86343
    Gen   30: 86399
    Gen   31: 86457
    Gen   32: 86460
    Gen   33: 86511
    Gen   34: 86557
    Gen   35: 86589
    Gen   36: 86607
    Gen   37: 86715
    Gen   38: 86789
    Gen   39: 86818
    Gen   40: 86856
    Gen   41: 86916
    Gen   42: 87018
    Gen   43: 87198
    Gen   44: 87241
    Gen   45: 87241
    Gen   46: 87315
    Gen   47: 87321
    Gen   48: 87327
    Gen   49: 87353
    Gen   50: 87365
    Gen   51: 87375
    Gen   52: 87394
    Gen   53: 87421
    Gen   54: 87431
    Gen   55: 87451
    Gen   56: 87460
    Gen   57: 87475
    Gen   58: 87481
    Gen   59: 87488
    Gen   60: 87504
    Gen   61: 87508
    Gen   62: 87547
    Gen   63: 87547
    Gen   64: 87555
    Gen   65: 87567
    Gen   66: 87573
    Gen   67: 87592
    Gen   68: 87597
    Gen   69: 87609
    Gen   70: 87616
    Gen   71: 87643
    Gen   72: 87648
    Gen   73: 87825
    Gen   74: 87844
    Gen   75: 87844
    Gen   76: 87862
    Gen   77: 87890
    Gen   78: 87890
    Gen   79: 87898
    Gen   80: 87912
    Gen   81: 87921
    Gen   82: 87951
    Gen   83: 87958
    Gen   84: 87975
    Gen   85: 87983
    Gen   86: 87993
    Gen   87: 87993
    Gen   88: 88001
    Gen   89: 88017
    Gen   90: 88018
    Gen   91: 88019
    Gen   92: 88021
    Gen   93: 88021
    Gen   94: 88021
    Gen   95: 88024
    Gen   96: 88024
    Gen   97: 88024
    Gen   98: 88024
    Gen   99: 88028

  Pokretanje 8:
    Gen    0: 73191
    Gen    1: 75754
    Gen    2: 77356
    Gen    3: 78596
    Gen    4: 79101
    Gen    5: 80027
    Gen    6: 80387
    Gen    7: 81140
    Gen    8: 81888
    Gen    9: 82395
    Gen   10: 82521
    Gen   11: 83572
    Gen   12: 83804
    Gen   13: 84179
    Gen   14: 84229
    Gen   15: 84730
    Gen   16: 84895
    Gen   17: 85003
    Gen   18: 85081
    Gen   19: 85157
    Gen   20: 85338
    Gen   21: 85338
    Gen   22: 85552
    Gen   23: 85575
    Gen   24: 85819
    Gen   25: 86075
    Gen   26: 86189
    Gen   27: 86387
    Gen   28: 86410
    Gen   29: 86419
    Gen   30: 86490
    Gen   31: 86555
    Gen   32: 86591
    Gen   33: 86623
    Gen   34: 86697
    Gen   35: 86777
    Gen   36: 86799
    Gen   37: 86888
    Gen   38: 86932
    Gen   39: 87047
    Gen   40: 87083
    Gen   41: 87083
    Gen   42: 87164
    Gen   43: 87181
    Gen   44: 87181
    Gen   45: 87208
    Gen   46: 87252
    Gen   47: 87311
    Gen   48: 87325
    Gen   49: 87364
    Gen   50: 87401
    Gen   51: 87442
    Gen   52: 87476
    Gen   53: 87477
    Gen   54: 87497
    Gen   55: 87531
    Gen   56: 87531
    Gen   57: 87580
    Gen   58: 87586
    Gen   59: 87606
    Gen   60: 87637
    Gen   61: 87689
    Gen   62: 87712
    Gen   63: 87732
    Gen   64: 87734
    Gen   65: 87734
    Gen   66: 87740
    Gen   67: 87759
    Gen   68: 87761
    Gen   69: 87762
    Gen   70: 87769
    Gen   71: 87774
    Gen   72: 87787
    Gen   73: 87802
    Gen   74: 87802
    Gen   75: 87814
    Gen   76: 87815
    Gen   77: 87815
    Gen   78: 87815
    Gen   79: 87824
    Gen   80: 87824
    Gen   81: 87833
    Gen   82: 87853
    Gen   83: 87935
    Gen   84: 87955
    Gen   85: 87964
    Gen   86: 87971
    Gen   87: 87975
    Gen   88: 87975
    Gen   89: 87975
    Gen   90: 87979
    Gen   91: 87987
    Gen   92: 87987
    Gen   93: 88028
    Gen   94: 88032
    Gen   95: 88032
    Gen   96: 88032
    Gen   97: 88032
    Gen   98: 88032
    Gen   99: 88032

  Pokretanje 9:
    Gen    0: 73212
    Gen    1: 75902
    Gen    2: 78251
    Gen    3: 78794
    Gen    4: 79824
    Gen    5: 80158
    Gen    6: 81416
    Gen    7: 81469
    Gen    8: 81730
    Gen    9: 82111
    Gen   10: 82518
    Gen   11: 82518
    Gen   12: 82800
    Gen   13: 83345
    Gen   14: 83804
    Gen   15: 84294
    Gen   16: 84525
    Gen   17: 84564
    Gen   18: 84758
    Gen   19: 85114
    Gen   20: 85351
    Gen   21: 85439
    Gen   22: 85542
    Gen   23: 86005
    Gen   24: 86026
    Gen   25: 86124
    Gen   26: 86175
    Gen   27: 86215
    Gen   28: 86381
    Gen   29: 86405
    Gen   30: 86416
    Gen   31: 86515
    Gen   32: 86566
    Gen   33: 86633
    Gen   34: 86801
    Gen   35: 86874
    Gen   36: 86899
    Gen   37: 86913
    Gen   38: 86976
    Gen   39: 86993
    Gen   40: 87017
    Gen   41: 87104
    Gen   42: 87104
    Gen   43: 87184
    Gen   44: 87193
    Gen   45: 87241
    Gen   46: 87292
    Gen   47: 87345
    Gen   48: 87377
    Gen   49: 87402
    Gen   50: 87423
    Gen   51: 87478
    Gen   52: 87490
    Gen   53: 87504
    Gen   54: 87504
    Gen   55: 87512
    Gen   56: 87539
    Gen   57: 87548
    Gen   58: 87570
    Gen   59: 87598
    Gen   60: 87609
    Gen   61: 87611
    Gen   62: 87670
    Gen   63: 87679
    Gen   64: 87708
    Gen   65: 87714
    Gen   66: 87724
    Gen   67: 87732
    Gen   68: 87744
    Gen   69: 87751
    Gen   70: 87757
    Gen   71: 87758
    Gen   72: 87760
    Gen   73: 87761
    Gen   74: 87766
    Gen   75: 87766
    Gen   76: 87779
    Gen   77: 87805
    Gen   78: 87805
    Gen   79: 87821
    Gen   80: 87840
    Gen   81: 87847
    Gen   82: 87857
    Gen   83: 87881
    Gen   84: 87914
    Gen   85: 87914
    Gen   86: 87915
    Gen   87: 87919
    Gen   88: 87924
    Gen   89: 87930
    Gen   90: 87932
    Gen   91: 87984
    Gen   92: 87984
    Gen   93: 88000
    Gen   94: 88006
    Gen   95: 88012
    Gen   96: 88031
    Gen   97: 88031
    Gen   98: 88038
    Gen   99: 88052

  Pokretanje 10:
    Gen    0: 73152
    Gen    1: 76134
    Gen    2: 77582
    Gen    3: 78529
    Gen    4: 79236
    Gen    5: 80067
    Gen    6: 80935
    Gen    7: 81364
    Gen    8: 82109
    Gen    9: 82621
    Gen   10: 82903
    Gen   11: 83507
    Gen   12: 83751
    Gen   13: 83766
    Gen   14: 83905
    Gen   15: 84027
    Gen   16: 84187
    Gen   17: 84344
    Gen   18: 84407
    Gen   19: 84415
    Gen   20: 84710
    Gen   21: 84761
    Gen   22: 84854
    Gen   23: 84953
    Gen   24: 85031
    Gen   25: 85053
    Gen   26: 85123
    Gen   27: 85158
    Gen   28: 85297
    Gen   29: 85306
    Gen   30: 85352
    Gen   31: 85508
    Gen   32: 85682
    Gen   33: 85765
    Gen   34: 85765
    Gen   35: 86209
    Gen   36: 86248
    Gen   37: 86394
    Gen   38: 86414
    Gen   39: 86465
    Gen   40: 86506
    Gen   41: 86530
    Gen   42: 86582
    Gen   43: 86619
    Gen   44: 86650
    Gen   45: 86650
    Gen   46: 86757
    Gen   47: 86769
    Gen   48: 86779
    Gen   49: 86799
    Gen   50: 86846
    Gen   51: 87088
    Gen   52: 87111
    Gen   53: 87123
    Gen   54: 87125
    Gen   55: 87174
    Gen   56: 87198
    Gen   57: 87252
    Gen   58: 87299
    Gen   59: 87342
    Gen   60: 87369
    Gen   61: 87390
    Gen   62: 87403
    Gen   63: 87405
    Gen   64: 87422
    Gen   65: 87422
    Gen   66: 87447
    Gen   67: 87476
    Gen   68: 87487
    Gen   69: 87496
    Gen   70: 87506
    Gen   71: 87512
    Gen   72: 87526
    Gen   73: 87526
    Gen   74: 87532
    Gen   75: 87542
    Gen   76: 87542
    Gen   77: 87550
    Gen   78: 87566
    Gen   79: 87566
    Gen   80: 87576
    Gen   81: 87605
    Gen   82: 87609
    Gen   83: 87636
    Gen   84: 87651
    Gen   85: 87700
    Gen   86: 87741
    Gen   87: 87767
    Gen   88: 87767
    Gen   89: 87783
    Gen   90: 87783
    Gen   91: 87790
    Gen   92: 87821
    Gen   93: 87821
    Gen   94: 87824
    Gen   95: 87832
    Gen   96: 87836
    Gen   97: 87839
    Gen   98: 87861
    Gen   99: 87862

  Pokretanje 11:
    Gen    0: 73551
    Gen    1: 76243
    Gen    2: 77468
    Gen    3: 79049
    Gen    4: 79617
    Gen    5: 80178
    Gen    6: 80837
    Gen    7: 81581
    Gen    8: 82037
    Gen    9: 82139
    Gen   10: 82409
    Gen   11: 82623
    Gen   12: 82725
    Gen   13: 83144
    Gen   14: 83597
    Gen   15: 84136
    Gen   16: 84136
    Gen   17: 84344
    Gen   18: 84575
    Gen   19: 84589
    Gen   20: 84667
    Gen   21: 84714
    Gen   22: 84937
    Gen   23: 85004
    Gen   24: 85119
    Gen   25: 85141
    Gen   26: 85267
    Gen   27: 85356
    Gen   28: 85918
    Gen   29: 85968
    Gen   30: 85974
    Gen   31: 86046
    Gen   32: 86073
    Gen   33: 86093
    Gen   34: 86117
    Gen   35: 86127
    Gen   36: 86143
    Gen   37: 86295
    Gen   38: 86346
    Gen   39: 86364
    Gen   40: 86494
    Gen   41: 86498
    Gen   42: 86516
    Gen   43: 86542
    Gen   44: 86560
    Gen   45: 86575
    Gen   46: 86614
    Gen   47: 86627
    Gen   48: 86660
    Gen   49: 86680
    Gen   50: 86685
    Gen   51: 86738
    Gen   52: 86756
    Gen   53: 86773
    Gen   54: 86801
    Gen   55: 86862
    Gen   56: 86908
    Gen   57: 86931
    Gen   58: 86955
    Gen   59: 86991
    Gen   60: 87017
    Gen   61: 87017
    Gen   62: 87071
    Gen   63: 87142
    Gen   64: 87151
    Gen   65: 87168
    Gen   66: 87195
    Gen   67: 87206
    Gen   68: 87210
    Gen   69: 87210
    Gen   70: 87256
    Gen   71: 87258
    Gen   72: 87258
    Gen   73: 87258
    Gen   74: 87258
    Gen   75: 87286
    Gen   76: 87286
    Gen   77: 87295
    Gen   78: 87314
    Gen   79: 87314
    Gen   80: 87336
    Gen   81: 87379
    Gen   82: 87379
    Gen   83: 87408
    Gen   84: 87440
    Gen   85: 87464
    Gen   86: 87489
    Gen   87: 87503
    Gen   88: 87550
    Gen   89: 87596
    Gen   90: 87602
    Gen   91: 87617
    Gen   92: 87619
    Gen   93: 87625
    Gen   94: 87650
    Gen   95: 87667
    Gen   96: 87667
    Gen   97: 87725
    Gen   98: 87726
    Gen   99: 87742

  Pokretanje 12:
    Gen    0: 73336
    Gen    1: 76411
    Gen    2: 77035
    Gen    3: 78727
    Gen    4: 79598
    Gen    5: 80826
    Gen    6: 81715
    Gen    7: 82038
    Gen    8: 83011
    Gen    9: 83151
    Gen   10: 83323
    Gen   11: 83411
    Gen   12: 83523
    Gen   13: 83721
    Gen   14: 83901
    Gen   15: 84101
    Gen   16: 84220
    Gen   17: 84318
    Gen   18: 84420
    Gen   19: 84521
    Gen   20: 84757
    Gen   21: 84785
    Gen   22: 85362
    Gen   23: 85534
    Gen   24: 85670
    Gen   25: 85670
    Gen   26: 85710
    Gen   27: 85744
    Gen   28: 85795
    Gen   29: 85807
    Gen   30: 85829
    Gen   31: 86199
    Gen   32: 86276
    Gen   33: 86283
    Gen   34: 86367
    Gen   35: 86413
    Gen   36: 86507
    Gen   37: 86520
    Gen   38: 86565
    Gen   39: 86610
    Gen   40: 86699
    Gen   41: 86726
    Gen   42: 86748
    Gen   43: 86858
    Gen   44: 86932
    Gen   45: 86969
    Gen   46: 87014
    Gen   47: 87128
    Gen   48: 87175
    Gen   49: 87252
    Gen   50: 87318
    Gen   51: 87363
    Gen   52: 87403
    Gen   53: 87437
    Gen   54: 87473
    Gen   55: 87473
    Gen   56: 87499
    Gen   57: 87516
    Gen   58: 87536
    Gen   59: 87596
    Gen   60: 87651
    Gen   61: 87658
    Gen   62: 87671
    Gen   63: 87674
    Gen   64: 87805
    Gen   65: 87809
    Gen   66: 87828
    Gen   67: 87828
    Gen   68: 87836
    Gen   69: 87844
    Gen   70: 87862
    Gen   71: 87862
    Gen   72: 87888
    Gen   73: 87910
    Gen   74: 87910
    Gen   75: 87911
    Gen   76: 87920
    Gen   77: 87938
    Gen   78: 87973
    Gen   79: 87987
    Gen   80: 88061
    Gen   81: 88076
    Gen   82: 88085
    Gen   83: 88086
    Gen   84: 88129
    Gen   85: 88156
    Gen   86: 88160
    Gen   87: 88174
    Gen   88: 88185
    Gen   89: 88194
    Gen   90: 88199
    Gen   91: 88199
